label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
pizza,12,37,204,144,피자1.jpeg,225,225
pizza,20,165,112,77,피자10.jpeg,196,257
pizza,41,98,133,95,피자10.jpeg,196,257
pizza,31,129,52,48,피자100.jpeg,272,185
pizza,88,126,50,49,피자100.jpeg,272,185
pizza,141,127,49,49,피자100.jpeg,272,185
pizza,124,70,48,45,피자100.jpeg,272,185
pizza,188,110,76,49,피자100.jpeg,272,185
pizza,1,2,258,184,피자11.jpeg,259,194
pizza,10,56,198,144,피자12.jpeg,225,225
pizza,5,6,213,203,피자13.jpeg,225,225
pizza,23,69,180,113,피자14.jpeg,225,225
pizza,28,4,219,168,피자15.jpeg,273,185
pizza,63,8,203,158,피자16.jpeg,300,168
pizza,37,2,239,181,피자17.jpeg,276,183
pizza,13,175,91,65,피자18.jpeg,174,290
pizza,72,122,92,66,피자18.jpeg,174,290
pizza,15,41,192,135,피자19.jpeg,225,225
pizza,12,41,184,132,피자2.jpeg,225,225
pizza,19,139,200,82,피자20.jpeg,225,225
pizza,46,4,150,144,피자22.jpeg,231,218
pizza,10,17,234,147,피자23.jpeg,266,190
pizza,28,10,219,184,피자24.jpeg,259,194
pizza,63,13,172,151,피자25.jpeg,293,172
pizza,10,10,177,182,피자26.jpeg,263,192
pizza,1,1,262,191,피자27.jpeg,263,192
pizza,140,72,178,87,피자28.jpeg,318,159
pizza,10,11,238,175,피자29.jpeg,259,194
pizza,16,48,164,152,피자3.jpeg,225,225
pizza,152,30,146,102,피자30.jpeg,298,169
pizza,3,14,222,211,피자31.jpeg,225,225
pizza,4,29,216,194,피자33.jpeg,225,225
pizza,14,57,128,135,피자34.jpeg,225,225
pizza,3,1,222,224,피자35.jpeg,225,225
pizza,38,71,138,114,피자36.jpeg,225,225
pizza,24,63,234,105,피자37.jpeg,300,168
pizza,34,15,206,136,피자39.jpeg,280,180
pizza,15,1,274,167,피자4.jpeg,300,168
pizza,30,4,243,181,피자40.jpeg,273,185
pizza,50,24,154,146,피자41.jpeg,259,194
pizza,153,70,108,82,피자42.jpeg,268,188
pizza,9,72,117,84,피자42.jpeg,268,188
pizza,18,96,150,108,피자43.jpeg,168,300
pizza,45,160,142,85,피자44.jpeg,187,269
pizza,25,94,154,110,피자45.jpeg,188,268
pizza,47,34,183,167,피자46.jpeg,230,219
pizza,136,5,164,145,피자47.jpeg,300,168
pizza,142,8,115,100,피자48.jpeg,268,188
pizza,24,25,175,175,피자5.jpeg,225,225
pizza,182,42,83,127,피자50.jpeg,266,189
pizza,0,0,223,211,피자53.jpeg,225,225
pizza,2,115,72,100,피자54.jpeg,225,225
pizza,108,144,93,81,피자54.jpeg,225,225
pizza,175,68,50,83,피자54.jpeg,225,225
pizza,58,87,156,91,피자56.jpeg,225,225
pizza,10,35,212,136,피자6.jpeg,254,198
pizza,64,16,157,145,피자60.jpeg,300,168
pizza,147,38,113,110,피자61.jpeg,284,177
pizza,117,102,67,44,피자62.jpeg,284,178
pizza,70,142,60,36,피자62.jpeg,284,178
pizza,16,58,194,127,피자65.jpeg,225,225
pizza,23,99,143,79,피자66.jpeg,184,273
pizza,96,60,136,134,피자67.jpeg,259,194
pizza,24,26,180,165,피자68.jpeg,259,194
pizza,56,23,119,119,피자69.jpeg,263,192
pizza,30,30,154,165,피자7.jpeg,225,225
pizza,2,9,229,206,피자70.jpeg,231,218
pizza,13,8,78,50,피자71.jpeg,183,276
pizza,8,76,91,59,피자71.jpeg,183,276
pizza,7,149,96,52,피자71.jpeg,183,276
pizza,9,219,96,51,피자71.jpeg,183,276
pizza,0,0,206,126,피자73.jpeg,207,243
pizza,14,15,201,181,피자74.jpeg,246,205
pizza,92,57,82,60,피자75.jpeg,194,259
pizza,4,4,256,179,피자77.jpeg,260,194
pizza,59,53,110,121,피자78.jpeg,225,225
pizza,75,39,107,95,피자79.jpeg,193,261
pizza,30,141,70,75,피자79.jpeg,193,261
pizza,0,8,281,171,피자8.jpeg,281,179
pizza,200,24,146,104,피자82.jpeg,359,140
pizza,0,0,262,175,피자85.jpeg,276,183
pizza,15,166,85,85,피자86.jpeg,191,264
pizza,102,187,89,77,피자86.jpeg,191,264
pizza,60,12,179,153,피자87.jpeg,300,168
pizza,1,6,261,186,피자89.jpeg,262,192
pizza,2,3,192,241,피자9.jpeg,194,259
pizza,111,108,114,117,피자90.jpeg,225,225
pizza,1,55,87,96,피자90.jpeg,225,225
pizza,86,9,109,67,피자90.jpeg,225,225
pizza,4,11,221,202,피자91.jpeg,225,225
pizza,15,34,243,132,피자92.jpeg,275,183
pizza,31,14,205,162,피자94.jpeg,267,189
pizza,4,5,216,213,피자95.jpeg,225,225
pizza,18,43,191,146,피자96.jpeg,224,224
pizza,26,90,156,140,피자97.jpeg,201,251
pizza,22,139,142,94,피자98.jpeg,186,271
pizza,177,71,121,97,피자99.jpeg,300,168
